"No.","IP Address","Type","Serial Number","Code","Receive Date","Warranty Date","DocRefer1","DocRefer2","Brand","Model","CPU Brand","CPU Speed","Capacity","Ram","Detail 1","Detail 2","Detail 3","Detail 4","Detail 5","Detail 6","OS License","OS Installed","Note","Location" 
"182","192.168.10.197","Monitor","CN-04H19R-72872-1AH-D61M","FA12-01-320","Jan 20 2012 12:00AM","36","CH-PC-005"," ","DELL","E1912HF - LED18.5 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PC07                                                                                            ","Production OfficeFactory 1" 
"183","192.168.10.198","Computer","26BX992"," ","Feb 26 2016 12:00AM"," "," "," ","DELL","PC_3847","Core i3-4170","3.7","500","4096"," "," "," "," "," "," ","Windows 8","Windows 7 32 bit","PC01                       ","Production OfficeFactory 1" 
"184","192.168.10.198","Monitor","CN-0DFDMY-72872-5AT-CL4B-A00"," ","Feb 26 2016 12:00AM","36"," "," ","DELL ","E1916H  LED 19\\"," "," ","0","0"," "," "," "," "," "," "," "," ","PC01                    ","Production OfficeFactory 1" 
"185","192.168.10.199","Computer","HPWH001","OF09-04-006","Aug 3 2009 12:00AM","36","CH-PC-006"," ","HP","HP Pavilion","Intel Core 2 Duo E4500","2.20","480","1024","HP (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-24-21-5C-6A-50","32 bit","Windows Vista","Windows XP","PC11              ","Warehouse RoomFactory 1" 
"186","192.168.10.199","Monitor","HSTND-2511-T","OF09-04-006","Aug 3 2009 12:00AM","36","CH-PC-006"," ","Hp ","FW660AA"," "," ","0","0"," "," "," "," "," "," "," "," ","PC11     ","Warehouse RoomFactory 1" 
"187","192.168.10.199","Printers","SFVY027318","OF09-11-138 ","May 4 2010 12:00AM"," ","CD07"," ","EPSON","LQ-590"," "," ","0","0"," "," "," "," "," "," "," "," ","                                                                                             ","Warehouse RoomFactory 1" 
"188","192.168.10.199","Printers","LFMG16350","FA13-01-394","Feb 23 2013 12:00AM","12","CD11"," ","CANON","MP 287"," "," ","0","0"," "," "," "," "," "," "," "," ","                        ","Warehouse RoomFactory 1" 
"189","192.168.10.219","Computer","67SH0160995","OF14-04-213","Apr 14 2014 12:00AM"," ","CH-JP-001","OCTS-5704031","FUJITSU","Liftbook","Intel Core i5 3230M","2.53","750","8192","DVD INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","C0-D9-62-37-43-27","64 bit","Windows 8","Windows 8","                                                                                             ","MD RoomFactory 1" 
"190","192.168.10.219","Monitor","CN-0MDCK2-64180-3A9-18JT","OF14-01-211","Apr 14 2014 12:00AM","36","CH-JP-001","OCTS-5701034 ","DELL","S2340CC - LCD 23 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","                        ","MD RoomFactory 1" 
"191","192.168.10.224","Computer","X501HTWTMOU01-14052300900024"," ","Jan 7 2015 12:00AM","12","Order from Japan"," ","Mouse Computer","X501HT","Intel(R) Core(TM) i7-4500","2.40","250","8192"," "," "," "," "," "," 32 bit","Windows 8.1 Pro","Windows 8.1 Pro","                        ","QA/QC OfficeFactory 1" 
"192","192.168.10.231","Computer","NK860TUE8H00150"," ","Aug 3 2009 12:00AM"," ","CH-JP-004"," ","EPSON","Endeavor","Intel Core 2 Duo CPU P8600","2.40","500","2048","CD INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-16-EA-70-05-8C","32 bit","Windows Vista","Windows XP","                                               ","Production OfficeFactory 1" 
"193","192.168.10.231","Monitor","CN-01X2HC-64180-2CD-1XJL"," ","Oct 17 2013 12:00AM","36","CH-JP-004"," ","DELL","E2013HC - LED 20 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","                                                                                                                    ","Production OfficeFactory 1" 
"194","192.168.10.232","Computer","JP011","FA11-05-212","Oct 12 2013 12:00AM"," ","CH-JP-011"," ","MOUSE","Mouse Computer/TWH","Intel Core i7","2.0","500","4096","INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","48-5D-60-D5-E5-18","32 bit","Windows 7","Windows 7","                                               ","Production OfficeFactory 1" 
"195","192.168.10.233","Computer","55YPMBX","FA09-08-072","Aug 3 2009 12:00AM"," ","CH-JP-007"," ","DELL","LATITUDE E5500","Intel Core 2 Duo CPU P8600","2.40","220","2048","CD INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-22-FB-83-96-E2","32 bit","Windows Vista","Windows XP","                                                                      ","Production OfficeFactory 1" 
"196","192.168.10.234","Computer","SEIGI2"," ","Jul 28 2015 12:00AM"," "," "," ","TOSHIBA","Dynabook","Intel core i5 4310M","2.70","280","4096"," "," "," "," "," "," ","Windows 7","Windows 7","                        ","Production OfficeFactory 1" 
"197","192.168.10.235","Computer","C101V222"," ","Aug 3 2009 12:00AM"," ","CH-JP-006"," ","MOUSE","MOUSE","Intel Celeron  540","1.86","320","2048","CD INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-1D-D9-DF-71-48","32 bit","Windows Vista","Windows Vista","                                                                      ","QA/QC OfficeFactory 1" 
"198","192.168.10.237","Computer","CNX9100PZ1","OF09-04-005","May 26 2014 12:00AM"," ","CH-JP-002"," ","HP","Pavilion NJO23AA-AKL G37851","Intel Core 2 Duo E4500","2.26","480","2048","HP (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard"," ","32 bit","Windows Vista","Windows XP","                                               ","General OfficeFactory 1" 
"199","192.168.10.237","Monitor","MY19HDBSB03609W","OF10-02-147","Aug 3 2009 12:00AM"," ","CH-JP-005"," ","SAMSUNG","943SNXPLUS"," "," ","0","0"," "," "," "," "," "," "," "," ","                                               ","General OfficeFactory 1" 
"200","192.168.10.238","Computer","45YPMBX","FA09-08-071","Aug 3 2009 12:00AM"," ","CH-JP-005"," ","DELL","LATITUDE E5500","Intel Core 2 Duo CPU P8600","2.40","220","2048","CD INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-22-FB-83-A5-20","32 bit","Windows Vista","Windows XP","                                                                                             ","Production OfficeFactory 1" 
"201","192.168.10.238","Monitor","MY19HDBSB04629D","OF10-02-147","Aug 3 2009 12:00AM"," ","CH-JP-005"," ","SAMSUNG","Sycmaster 943 19 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","                                                                                                                    ","Production OfficeFactory 1" 
"202","192.168.10.239","Computer","R8H1Z6P","FA11-06-223","May 22 2011 12:00AM"," ","CH-JP-009"," ","LENUVO","M Series"," "," ","0","0","INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","10-78-D2-9C-80-D8","64 bit","Windows 7","Windows 7","                                                                                                                    ","Production OfficeFactory 1" 
"203","192.168.10.239","Monitor","V6-RR843","FA11-06-223","May 22 2011 12:00AM"," ","CH-JP-009"," ","LENUVO","L2251PWD - 22 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","                        ","Production OfficeFactory 1" 
"204","192.168.10.240","Computer","2624868CA","FA12-11-369","Nov 26 2012 12:00AM"," ","CH-JP-008"," ","NEC","Lavie LL750/H","Intel Core i7","2.3","1024","8192","CD INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","8C-70-5A-92-FF-04","64 bit","Windows 7","Windows 7 32 bit","                                                                                                                    ","Production OfficeFactory 1" 
"205","192.168.10.242","Computer","PPM401SCVSSBP"," ","Oct 14 2013 12:00AM"," ","CH-JP-010"," ","TOSHIBA","Portage M600 Series","Intel Celeron","1.86","80","2048","INCLUDED","Speaker: Onboard","Lan Card: Onboard"," ","10-6F-3F-46-98-DA ","32 bit","Windows 7","Windows 7","                                               ","Production OfficeFactory 1" 
"206","192.168.10.242","Monitor","CN-01X2HC-64180-2CP-0Q6L","3FA13-10-001","Oct 14 2013 12:00AM","36","CH-JP-010","OCTS-5610041","DELL","E1912HF - LED 20 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","                                               ","Production OfficeFactory 1" 
"207","192.168.10.243","Computer","3VNQQQ1","OF11-11-177","Nov 4 2011 12:00AM","36","CH-IT-007"," ","DELL","Vostro 3450","Intel Core i5-2410M","2.30","500","4096","INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","BC-77-37-C7-C2-F2","32 bit","Windows 7","Windows 7","                                               ","Production OfficeFactory 1" 
"208","192.168.10.243","Monitor","CN-0R49DY-64180-15H-3GHM","FA11-07-261","Jul 1 2011 12:00AM","36","CH-IT-009"," ","DELL","E170SC - LCD 17 inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PRESENT-ROOM (Mr.Supakit USE)                                             ","Production OfficeFactory 1" 
"209","192.168.10.244","Computer","78W282S","OF11-02-161","Feb 21 2011 12:00AM","36","CH-IT-005"," ","DELL","OptiPlex 380","Intel Core 2 Duo E7500","2.93","300","3072","DELL (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","BC-30-5B-B1-3D-28","32 bit","Windows 7","Windows 7","IT04                                                                     ","Production OfficeFactory 1" 
"210","192.168.10.244","Monitor","CN-0M875N-64180-0BG-1H9U","OF11-02-161","Feb 21 2011 12:00AM","36","CH-IT-005"," ","DELL ","E170SC - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","IT04                                                         ","Production OfficeFactory 1" 
"211","192.168.10.245","Computer","5ZP5GY1","FA13-08-424","Aug 8 2013 12:00AM","36","CH-IT-008","OCTS-5608009","DELL","OptiPlex 3010","Intel Core i3 - 3220","3.30","500","4096","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","A4-1F-72-95-C0-FC"," ","Windows 7","Windows 7","IT03                    ","Production OfficeFactory 1" 
"212","192.168.10.245","Monitor","CN-ODMO6C-64180-35C-19NL","FA13-08-424","Aug 8 2013 12:00AM","36","CH-IT-008"," ","DELL","E1713SC - LED 17 Inch "," "," ","0","0"," "," "," "," "," "," "," "," ","IT03                                                           ","Production OfficeFactory 1" 
"213","192.168.10.246","Computer","Laptopcenter"," ","Aug 8 2011 12:00AM","12","CH-IT-006"," ","HP","CPQ43-473AU","AMD Dual-Core E-350","1.6","640","2048","INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard"," ","32 bit","Windows 7","Windows 7"," ","Production OfficeFactory 1" 
"214","192.168.10.247","Computer","DMN2VG2"," ","Aug 8 2017 12:00AM","36"," "," ","Dell","OptiPlex 3046","Inter Core i3-6100","3.70 ","1000","4096"," "," "," "," "," "," ","Windows10 Pro 64 bit","Windows 7 32 bit","IT05                      ","Production OfficeFactory 1" 
"215","192.168.10.247","Monitor","CN-0M875N-64180-998-1Y1S"," OF09-10-134","Oct 31 2011 12:00AM","36","CH-PC-010"," ","DELL","E170SC - LCD 17 inch"," "," ","0","0"," "," "," "," "," "," "," "," ","IT05                                                              ","Production OfficeFactory 1" 
"216","192.168.10.248","Computer","JYPMATSUMOTO"," ","Sep 21 2014 12:00AM"," "," "," "," "," "," "," ","0","0"," "," "," "," "," "," ","Windows 7","Windows 7"," ","Production OfficeFactory 1" 
"217","192.168.10.249","Computer","-"," ","May 18 2015 12:00AM"," "," "," ","Panasonic"," ","Intel Core i5 ","2.30 GHz.","0","4096"," "," "," "," "," "," ","Windows 7","Windows  7"," ","Production OfficeFactory 1" 
"218","192.168.10.250","Computer","BB9922S","FA09-07-014","Aug 25 2009 12:00AM","36","CH-PE-002"," ","DELL","Optiplex 360","Intel Core 2 Duo E7400","2.80","160","1024","DELL (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","84-C9-B2-82-20-EE","32 bit","Windows Vista","Windows XP","PRESENT-ROOM                                                                                                                                                                                 ","Production OfficeFactory 1" 
"219","192.168.10.251","Computer","KUMI119"," ","Jul 28 2015 12:00AM"," "," "," ","TOSHIBA","Dynabook","Intel Core i5 4310M","2.70","280","4096"," "," "," "," "," "," ","Windows 7","Windows 7","                        ","Production OfficeFactory 2" 
"220","192.168.10.254","Accessories","COM4910GRA","OF09-07-031","Jan 1 2009 12:00AM"," "," "," ","JUNIPER NETWORK","SSG5"," "," ","0","0"," "," "," "," ","00-23-9C-35-0A-8B"," "," "," "," ","Server RoomFactory 1" 
